D:\prakash\IMG\center_2023_03_18_20_46_33_271.jpg,D:\prakash\IMG\left_2023_03_18_20_46_33_271.jpg,D:\prakash\IMG\right_2023_03_18_20_46_33_271.jpg,0,1,0,7.836407
D:\prakash\IMG\center_2023_03_18_20_46_33_345.jpg,D:\prakash\IMG\left_2023_03_18_20_46_33_345.jpg,D:\prakash\IMG\right_2023_03_18_20_46_33_345.jpg,0,1,0,8.738399
D:\prakash\IMG\center_2023_03_18_20_46_33_416.jpg,D:\prakash\IMG\left_2023_03_18_20_46_33_416.jpg,D:\prakash\IMG\right_2023_03_18_20_46_33_416.jpg,0,1,0,9.634936
D:\prakash\IMG\center_2023_03_18_20_46_33_489.jpg,D:\prakash\IMG\left_2023_03_18_20_46_33_489.jpg,D:\prakash\IMG\right_2023_03_18_20_46_33_489.jpg,0,1,0,10.3028
D:\prakash\IMG\center_2023_03_18_20_46_33_564.jpg,D:\prakash\IMG\left_2023_03_18_20_46_33_564.jpg,D:\prakash\IMG\right_2023_03_18_20_46_33_564.jpg,-0.05,1,0,11.18662
D:\prakash\IMG\center_2023_03_18_20_46_33_639.jpg,D:\prakash\IMG\left_2023_03_18_20_46_33_639.jpg,D:\prakash\IMG\right_2023_03_18_20_46_33_639.jpg,-0.25,1,0,12.15869
D:\prakash\IMG\center_2023_03_18_20_46_33_712.jpg,D:\prakash\IMG\left_2023_03_18_20_46_33_712.jpg,D:\prakash\IMG\right_2023_03_18_20_46_33_712.jpg,-0.4,1,0,12.55538
D:\prakash\IMG\center_2023_03_18_20_46_33_787.jpg,D:\prakash\IMG\left_2023_03_18_20_46_33_787.jpg,D:\prakash\IMG\right_2023_03_18_20_46_33_787.jpg,0,1,0,13.36769
D:\prakash\IMG\center_2023_03_18_20_46_33_861.jpg,D:\prakash\IMG\left_2023_03_18_20_46_33_861.jpg,D:\prakash\IMG\right_2023_03_18_20_46_33_861.jpg,0,1,0,14.13897
D:\prakash\IMG\center_2023_03_18_20_46_33_930.jpg,D:\prakash\IMG\left_2023_03_18_20_46_33_930.jpg,D:\prakash\IMG\right_2023_03_18_20_46_33_930.jpg,0,1,0,15.0955
D:\prakash\IMG\center_2023_03_18_20_46_33_999.jpg,D:\prakash\IMG\left_2023_03_18_20_46_33_999.jpg,D:\prakash\IMG\right_2023_03_18_20_46_33_999.jpg,0,1,0,15.9673
D:\prakash\IMG\center_2023_03_18_20_46_34_066.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_066.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_066.jpg,0,1,0,16.35224
D:\prakash\IMG\center_2023_03_18_20_46_34_141.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_141.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_141.jpg,-0.15,1,0,17.19726
D:\prakash\IMG\center_2023_03_18_20_46_34_208.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_208.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_208.jpg,-0.3,1,0,17.99039
D:\prakash\IMG\center_2023_03_18_20_46_34_277.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_277.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_277.jpg,-0.5000001,1,0,18.70551
D:\prakash\IMG\center_2023_03_18_20_46_34_353.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_353.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_353.jpg,0,1,0,19.09621
D:\prakash\IMG\center_2023_03_18_20_46_34_420.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_420.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_420.jpg,0,1,0,19.88935
D:\prakash\IMG\center_2023_03_18_20_46_34_488.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_488.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_488.jpg,0,1,0,20.58343
D:\prakash\IMG\center_2023_03_18_20_46_34_558.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_558.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_558.jpg,0,1,0,21.37353
D:\prakash\IMG\center_2023_03_18_20_46_34_632.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_632.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_632.jpg,0,1,0,21.91779
D:\prakash\IMG\center_2023_03_18_20_46_34_704.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_704.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_704.jpg,0,1,0,22.71959
D:\prakash\IMG\center_2023_03_18_20_46_34_772.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_772.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_772.jpg,0,1,0,23.32678
D:\prakash\IMG\center_2023_03_18_20_46_34_840.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_840.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_840.jpg,-0.2,1,0,24.08565
D:\prakash\IMG\center_2023_03_18_20_46_34_917.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_917.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_917.jpg,-0.4,1,0,24.77719
D:\prakash\IMG\center_2023_03_18_20_46_34_991.jpg,D:\prakash\IMG\left_2023_03_18_20_46_34_991.jpg,D:\prakash\IMG\right_2023_03_18_20_46_34_991.jpg,0,1,0,25.27261
D:\prakash\IMG\center_2023_03_18_20_46_35_063.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_063.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_063.jpg,0,1,0,26.01926
D:\prakash\IMG\center_2023_03_18_20_46_35_136.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_136.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_136.jpg,0,1,0,26.77365
D:\prakash\IMG\center_2023_03_18_20_46_35_211.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_211.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_211.jpg,0,1,0,27.33755
D:\prakash\IMG\center_2023_03_18_20_46_35_283.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_283.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_283.jpg,0,1,0,28.08476
D:\prakash\IMG\center_2023_03_18_20_46_35_353.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_353.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_353.jpg,0,1,0,28.641
D:\prakash\IMG\center_2023_03_18_20_46_35_425.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_425.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_425.jpg,0,1,0,29.37823
D:\prakash\IMG\center_2023_03_18_20_46_35_499.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_499.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_499.jpg,0,1,0,30.10927
D:\prakash\IMG\center_2023_03_18_20_46_35_571.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_571.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_571.jpg,0,1,0,30.18943
D:\prakash\IMG\center_2023_03_18_20_46_35_647.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_647.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_647.jpg,0,1,0,30.19031
D:\prakash\IMG\center_2023_03_18_20_46_35_722.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_722.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_722.jpg,-0.15,1,0,30.18423
D:\prakash\IMG\center_2023_03_18_20_46_35_796.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_796.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_796.jpg,0,1,0,30.19101
D:\prakash\IMG\center_2023_03_18_20_46_35_865.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_865.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_865.jpg,0,1,0,30.19001
D:\prakash\IMG\center_2023_03_18_20_46_35_932.jpg,D:\prakash\IMG\left_2023_03_18_20_46_35_932.jpg,D:\prakash\IMG\right_2023_03_18_20_46_35_932.jpg,0,1,0,30.1902
D:\prakash\IMG\center_2023_03_18_20_46_36_008.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_008.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_008.jpg,0,1,0,30.19028
D:\prakash\IMG\center_2023_03_18_20_46_36_082.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_082.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_082.jpg,-0.15,1,0,30.18478
D:\prakash\IMG\center_2023_03_18_20_46_36_156.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_156.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_156.jpg,-0.35,1,0,30.16405
D:\prakash\IMG\center_2023_03_18_20_46_36_225.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_225.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_225.jpg,-0.5000001,1,0,30.14557
D:\prakash\IMG\center_2023_03_18_20_46_36_301.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_301.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_301.jpg,0,1,0,30.17058
D:\prakash\IMG\center_2023_03_18_20_46_36_370.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_370.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_370.jpg,0,1,0,30.18381
D:\prakash\IMG\center_2023_03_18_20_46_36_444.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_444.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_444.jpg,0,1,0,30.18832
D:\prakash\IMG\center_2023_03_18_20_46_36_517.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_517.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_517.jpg,0,1,0,30.19015
D:\prakash\IMG\center_2023_03_18_20_46_36_592.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_592.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_592.jpg,0,1,0,30.19028
D:\prakash\IMG\center_2023_03_18_20_46_36_666.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_666.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_666.jpg,0,1,0,30.19031
D:\prakash\IMG\center_2023_03_18_20_46_36_740.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_740.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_740.jpg,0,1,0,30.19032
D:\prakash\IMG\center_2023_03_18_20_46_36_812.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_812.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_812.jpg,0,1,0,30.19029
D:\prakash\IMG\center_2023_03_18_20_46_36_887.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_887.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_887.jpg,0,1,0,30.19026
D:\prakash\IMG\center_2023_03_18_20_46_36_965.jpg,D:\prakash\IMG\left_2023_03_18_20_46_36_965.jpg,D:\prakash\IMG\right_2023_03_18_20_46_36_965.jpg,0,1,0,30.19031
D:\prakash\IMG\center_2023_03_18_20_46_37_042.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_042.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_042.jpg,-0.05,1,0,30.18969
D:\prakash\IMG\center_2023_03_18_20_46_37_118.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_118.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_118.jpg,-0.25,1,0,30.1746
D:\prakash\IMG\center_2023_03_18_20_46_37_197.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_197.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_197.jpg,-0.45,1,0,30.15136
D:\prakash\IMG\center_2023_03_18_20_46_37_276.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_276.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_276.jpg,0,1,0,30.18839
D:\prakash\IMG\center_2023_03_18_20_46_37_355.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_355.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_355.jpg,0,1,0,30.18958
D:\prakash\IMG\center_2023_03_18_20_46_37_421.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_421.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_421.jpg,0,1,0,30.19021
D:\prakash\IMG\center_2023_03_18_20_46_37_489.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_489.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_489.jpg,0,1,0,30.19029
D:\prakash\IMG\center_2023_03_18_20_46_37_569.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_569.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_569.jpg,0,1,0,30.19028
D:\prakash\IMG\center_2023_03_18_20_46_37_637.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_637.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_637.jpg,0,1,0,30.19029
D:\prakash\IMG\center_2023_03_18_20_46_37_717.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_717.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_717.jpg,0,1,0,30.19029
D:\prakash\IMG\center_2023_03_18_20_46_37_785.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_785.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_785.jpg,0,1,0,30.1903
D:\prakash\IMG\center_2023_03_18_20_46_37_855.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_855.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_855.jpg,0,1,0,30.1903
D:\prakash\IMG\center_2023_03_18_20_46_37_931.jpg,D:\prakash\IMG\left_2023_03_18_20_46_37_931.jpg,D:\prakash\IMG\right_2023_03_18_20_46_37_931.jpg,-0.05,1,0,30.18971
D:\prakash\IMG\center_2023_03_18_20_46_38_009.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_009.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_009.jpg,-0.25,1,0,30.17472
D:\prakash\IMG\center_2023_03_18_20_46_38_084.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_084.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_084.jpg,-0.45,1,0,30.15139
D:\prakash\IMG\center_2023_03_18_20_46_38_155.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_155.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_155.jpg,0,1,0,30.18536
D:\prakash\IMG\center_2023_03_18_20_46_38_229.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_229.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_229.jpg,0,1,0,30.18899
D:\prakash\IMG\center_2023_03_18_20_46_38_298.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_298.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_298.jpg,0,1,0,30.19038
D:\prakash\IMG\center_2023_03_18_20_46_38_368.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_368.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_368.jpg,0,1,0,30.19031
D:\prakash\IMG\center_2023_03_18_20_46_38_443.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_443.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_443.jpg,0,1,0,30.19031
D:\prakash\IMG\center_2023_03_18_20_46_38_521.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_521.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_521.jpg,0,1,0,30.19031
D:\prakash\IMG\center_2023_03_18_20_46_38_595.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_595.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_595.jpg,0,1,0,30.19027
D:\prakash\IMG\center_2023_03_18_20_46_38_668.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_668.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_668.jpg,0,1,0,30.19031
D:\prakash\IMG\center_2023_03_18_20_46_38_736.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_736.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_736.jpg,0,1,0,30.1903
D:\prakash\IMG\center_2023_03_18_20_46_38_804.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_804.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_804.jpg,0,1,0,30.19031
D:\prakash\IMG\center_2023_03_18_20_46_38_870.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_870.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_870.jpg,0,1,0,30.19033
D:\prakash\IMG\center_2023_03_18_20_46_38_938.jpg,D:\prakash\IMG\left_2023_03_18_20_46_38_938.jpg,D:\prakash\IMG\right_2023_03_18_20_46_38_938.jpg,0,1,0,30.1903
D:\prakash\IMG\center_2023_03_18_20_46_39_009.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_009.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_009.jpg,0,1,0,30.19029
D:\prakash\IMG\center_2023_03_18_20_46_39_079.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_079.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_079.jpg,0,1,0,30.19044
D:\prakash\IMG\center_2023_03_18_20_46_39_149.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_149.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_149.jpg,-0.15,1,0,30.18421
D:\prakash\IMG\center_2023_03_18_20_46_39_217.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_217.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_217.jpg,-0.35,1,0,30.16348
D:\prakash\IMG\center_2023_03_18_20_46_39_284.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_284.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_284.jpg,0,1,0,30.1792
D:\prakash\IMG\center_2023_03_18_20_46_39_362.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_362.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_362.jpg,0,1,0,30.18875
D:\prakash\IMG\center_2023_03_18_20_46_39_430.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_430.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_430.jpg,0,1,0,30.18985
D:\prakash\IMG\center_2023_03_18_20_46_39_510.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_510.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_510.jpg,0,1,0,30.19021
D:\prakash\IMG\center_2023_03_18_20_46_39_588.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_588.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_588.jpg,0,1,0,30.19029
D:\prakash\IMG\center_2023_03_18_20_46_39_667.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_667.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_667.jpg,0,1,0,30.19032
D:\prakash\IMG\center_2023_03_18_20_46_39_745.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_745.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_745.jpg,0,1,0,30.1903
D:\prakash\IMG\center_2023_03_18_20_46_39_824.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_824.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_824.jpg,0,1,0,30.19033
D:\prakash\IMG\center_2023_03_18_20_46_39_902.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_902.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_902.jpg,0,1,0,30.19033
D:\prakash\IMG\center_2023_03_18_20_46_39_981.jpg,D:\prakash\IMG\left_2023_03_18_20_46_39_981.jpg,D:\prakash\IMG\right_2023_03_18_20_46_39_981.jpg,-0.15,1,0,30.18422
D:\prakash\IMG\center_2023_03_18_20_46_40_049.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_049.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_049.jpg,-0.3,1,0,30.16926
D:\prakash\IMG\center_2023_03_18_20_46_40_117.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_117.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_117.jpg,-0.5000001,1,0,30.14521
D:\prakash\IMG\center_2023_03_18_20_46_40_197.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_197.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_197.jpg,0,1,0,30.18752
D:\prakash\IMG\center_2023_03_18_20_46_40_267.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_267.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_267.jpg,0,1,0,30.18943
D:\prakash\IMG\center_2023_03_18_20_46_40_344.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_344.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_344.jpg,0,1,0,30.18982
D:\prakash\IMG\center_2023_03_18_20_46_40_411.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_411.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_411.jpg,0,1,0,30.1903
D:\prakash\IMG\center_2023_03_18_20_46_40_478.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_478.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_478.jpg,0,1,0,30.19033
D:\prakash\IMG\center_2023_03_18_20_46_40_556.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_556.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_556.jpg,0,1,0,30.19031
D:\prakash\IMG\center_2023_03_18_20_46_40_632.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_632.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_632.jpg,0,1,0,30.19032
D:\prakash\IMG\center_2023_03_18_20_46_40_711.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_711.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_711.jpg,0,1,0,30.1903
D:\prakash\IMG\center_2023_03_18_20_46_40_784.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_784.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_784.jpg,0,1,0,30.19028
D:\prakash\IMG\center_2023_03_18_20_46_40_859.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_859.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_859.jpg,0,1,0,30.19028
D:\prakash\IMG\center_2023_03_18_20_46_40_935.jpg,D:\prakash\IMG\left_2023_03_18_20_46_40_935.jpg,D:\prakash\IMG\right_2023_03_18_20_46_40_935.jpg,0,1,0,30.19032
D:\prakash\IMG\center_2023_03_18_20_46_41_010.jpg,D:\prakash\IMG\left_2023_03_18_20_46_41_010.jpg,D:\prakash\IMG\right_2023_03_18_20_46_41_010.jpg,0,1,0,30.19027
D:\prakash\IMG\center_2023_03_18_20_46_41_090.jpg,D:\prakash\IMG\left_2023_03_18_20_46_41_090.jpg,D:\prakash\IMG\right_2023_03_18_20_46_41_090.jpg,-0.05,1,0,30.1897
D:\prakash\IMG\center_2023_03_18_20_46_41_160.jpg,D:\prakash\IMG\left_2023_03_18_20_46_41_160.jpg,D:\prakash\IMG\right_2023_03_18_20_46_41_160.jpg,-0.25,1,0,30.17474
D:\prakash\IMG\center_2023_03_18_20_46_41_231.jpg,D:\prakash\IMG\left_2023_03_18_20_46_41_231.jpg,D:\prakash\IMG\right_2023_03_18_20_46_41_231.jpg,-0.4,1,0,30.15747
D:\prakash\IMG\center_2023_03_18_20_46_41_302.jpg,D:\prakash\IMG\left_2023_03_18_20_46_41_302.jpg,D:\prakash\IMG\right_2023_03_18_20_46_41_302.jpg,-0.6000001,1,0,30.13313
D:\prakash\IMG\center_2023_03_18_20_46_41_369.jpg,D:\prakash\IMG\left_2023_03_18_20_46_41_369.jpg,D:\prakash\IMG\right_2023_03_18_20_46_41_369.jpg,0,1,0,30.17763
D:\prakash\IMG\center_2023_03_18_20_46_41_446.jpg,D:\prakash\IMG\left_2023_03_18_20_46_41_446.jpg,D:\prakash\IMG\right_2023_03_18_20_46_41_446.jpg,0,1,0,30.18744
D:\prakash\IMG\center_2023_03_18_20_46_41_523.jpg,D:\prakash\IMG\left_2023_03_18_20_46_41_523.jpg,D:\prakash\IMG\right_2023_03_18_20_46_41_523.jpg,0,1,0,30.18982
D:\prakash\IMG\center_2023_03_18_20_46_41_598.jpg,D:\prakash\IMG\left_2023_03_18_20_46_41_598.jpg,D:\prakash\IMG\right_2023_03_18_20_46_41_598.jpg,0,1,0,30.19024
D:\prakash\IMG\center_2023_03_18_20_46_41_673.jpg,D:\prakash\IMG\left_2023_03_18_20_46_41_673.jpg,D:\prakash\IMG\right_2023_03_18_20_46_41_673.jpg,0,1,0,30.19029
